date,actual,forecast
2024-07-31,3189.0,1858.8652321091686
2024-08-31,1909.9,1858.8652321091686
2024-09-30,2706.0,1858.8652321091686
2024-10-31,2128.0,1858.8652321091686
2024-11-30,3500.02,1858.8652321091686
2024-12-31,690.0,1858.8652321091686
