date,amount,month,quarter,year,week_of_year,week_of_month,lag_1,lag_2,lag_4,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,rolling_mean_12,rolling_std_12,pct_change
2020-11-01,770.0,11,4,2020,44,1,80.0,160.0,746.9,460.225,396.6305617321992,413.2375,295.90750455167574,448.7416666666666,386.1491244168226,8.625
2020-11-08,330.0,11,4,2020,45,2,770.0,80.0,854.0,466.0,402.32325311868306,446.3625,321.38311777823236,400.4083333333333,286.53567272230543,-0.5714285714285714
2020-11-15,928.0,11,4,2020,46,3,330.0,770.0,160.0,335.0,308.1666215972563,471.9875,299.52891793376386,421.7416666666666,269.0189599885726,1.812121212121212
2020-11-22,610.0,11,4,2020,47,4,928.0,330.0,80.0,527.0,390.92539782759906,553.6125,325.98536530472836,460.7416666666666,306.3962095016347,-0.3426724137931034
2020-11-29,535.0,11,4,2020,48,5,610.0,928.0,770.0,659.5,255.1620400190173,559.8625,326.60405446481707,495.325,296.9500022960706,-0.12295081967213117
2020-12-06,619.0,12,4,2020,49,1,535.0,610.0,330.0,600.75,248.19800563259955,533.375,317.74065682565714,497.825,297.16506623576913,0.15700934579439263
2020-12-13,125.0,12,4,2020,50,2,619.0,535.0,928.0,673.0,174.12064782787803,504.0,293.8274517953887,538.9916666666667,274.14767241010594,-0.7980613893376414
2020-12-20,746.01,12,4,2020,51,3,125.0,619.0,610.0,472.25,234.54264004653805,499.625,299.8794698350847,526.4916666666667,290.2270128970622,4.96808
2020-12-27,290.0,12,4,2020,52,4,746.01,125.0,535.0,506.2525,268.56131830862495,582.87625,255.97659981989992,541.9925,297.06612202810703,-0.6112652645406897
2021-01-03,70.0,1,1,2021,53,1,290.0,746.01,619.0,445.0025,287.11671266519227,522.87625,262.03307795213846,503.9175,297.69535349612323,-0.7586206896551724
2021-01-10,150.0,1,1,2021,1,2,70.0,290.0,125.0,307.7525,306.76240266966647,490.37624999999997,302.3892920410236,438.5841666666667,299.90196354076437,1.1428571428571428
2021-01-17,580.0,1,1,2021,2,3,150.0,70.0,746.01,314.0025,302.01580536731285,393.12624999999997,264.2390510199593,437.75083333333333,300.7591024983383,2.8666666666666667
2021-01-24,440.99,1,1,2021,3,4,580.0,150.0,290.0,272.5,224.25803590209782,389.37624999999997,260.91350717581827,479.4175,280.6538224194288,-0.23967241379310344
2021-01-31,500.0,1,1,2021,4,5,440.99,580.0,70.0,310.2475,240.31793876376892,377.625,255.47825604987557,452.0,265.338565918406,0.1338125581078935
2021-02-07,50.0,2,1,2021,5,1,500.0,440.99,150.0,417.7475,187.36798470300786,362.75,242.55414718014157,466.1666666666667,262.75840387333096,-0.9
