date,amount,month,quarter,year,week_of_year,week_of_month,lag_1,lag_2,lag_4,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,rolling_mean_12,rolling_std_12,pct_change
2022-08-28,1295.0,8,3,2022,34,4,313.0,10.0,675.0,385.75,291.83714065668244,1659.25,3663.180107502223,1232.0,2993.7217032255417,3.137380191693291
2022-09-04,2182.0,9,3,2022,35,1,1295.0,313.0,545.0,540.75,548.4756907405603,484.625,452.98594664420233,1292.8333333333333,2986.3437308501316,0.6849420849420849
2022-09-11,345.0,9,3,2022,36,2,2182.0,1295.0,10.0,950.0,987.626447600509,745.5,719.2458351833347,1468.0,2970.3411190697216,-0.8418881759853345
2022-09-18,943.0,9,3,2022,37,3,345.0,2182.0,313.0,1033.75,890.8024004607686,780.625,687.3645191183922,1483.0,2963.6097461158292,1.7333333333333334
2022-09-25,1175.0,9,3,2022,38,4,943.0,345.0,1295.0,1191.25,768.1399069613994,788.5,689.0245693317898,1503.25,2958.599180970002,0.24602332979851527
2022-10-02,4948.780000000001,10,4,2022,39,1,1175.0,943.0,2182.0,1161.25,765.0744517147774,851.0,699.8503921757655,710.1666666666666,633.4069255489215,3.2117276595744686
2022-10-09,34.0,10,4,2022,40,2,4948.780000000001,1175.0,345.0,1852.9450000000002,2093.298975007313,1401.4725,1590.262293834844,1114.6483333333333,1349.6597417789387,-0.9931296198254923
2022-10-16,85.0,10,4,2022,41,3,34.0,4948.780000000001,943.0,1775.1950000000002,2172.263361588553,1404.4725,1587.2821543375878,1112.1483333333333,1351.808872463005,1.5
2022-10-23,290.0,10,4,2022,42,4,85.0,34.0,1175.0,1560.6950000000002,2319.220699308283,1375.9725,1611.5409627500728,1045.8983333333333,1383.3336416184409,2.411764705882353
2022-10-30,10.0,10,4,2022,43,5,290.0,85.0,4948.780000000001,1339.4450000000002,2408.7654414865724,1250.3475,1657.2773077012282,1013.815,1397.113785881452,-0.9655172413793104
2022-11-06,886.8199999999999,11,4,2022,44,1,10.0,290.0,34.0,104.75,127.39799841442445,978.8475000000001,1660.7555966379546,969.2316666666667,1421.7531176929774,87.68199999999999
2022-11-13,694.0,11,4,2022,45,2,886.8199999999999,10.0,85.0,317.955,397.2795759076154,1046.575,1642.1577423708645,1042.3,1390.1536776002351,-0.21742856498500251
2022-11-20,509.0,11,4,2022,46,3,694.0,886.8199999999999,290.0,470.205,394.93237577252967,1015.45,1646.7546256978133,1074.05,1376.2642905145285,-0.2665706051873199
